C & C Music Factory - Do You Want to Get Funky
C & C Music Factory - Gonna Make You Sweat
C & C Music Factory - Things That Make You Go Hmmm
C Note - Wait Till I Get Home
C-Side - Boyfriend/Girlfriend [w/Keyshia Cole]
Cab, The - Bounce
Crow, Sheryl - Abilene [w/Natalie Maines]
Crow, Sheryl - All I Wanna Do
Crow, Sheryl - Always on Your Side [w/Sting]
Crow, Sheryl - American Girls [w/Counting Crows]
Crow, Sheryl - Anything But Down
Crow, Sheryl - Blue Christmas
Crow, Sheryl - Can't Cry Anymore
Crow, Sheryl - Change Would Do You Good, A
Crow, Sheryl - Change, A
Crow, Sheryl - C'mon, C'mon
Crow, Sheryl - Hard to Make a Stand
Crow, Sheryl - Good Is Good
Crow, Sheryl - Flesh and Blood[w/MaryChapinCarpntr&EmmylouHarris]
Crow, Sheryl - First Cut Is the Deepest, The
Crow, Sheryl - Everyday Is a Winding Road
Crow, Sheryl - Difficult Kind, The
Crow, Sheryl - Diamond Road
Crowded House - Weather with You
Crowded House - Something So Strong
Crowded House - Sister Madly
Crowded House - Pineapple Head
Crowded House - Locked Out
Crowded House - It's Only Natural
Crowded House - Instinct
Crowded House - Four Seasons in One Day
Crowded House - Fall at Your Feet
Crowded House - Don't Stop Now
Crowded House - Don't Dream It's Over
Crowded House - Distant Sun
Crowe, J.D. & New South - Old Home Place
Crowell, Rodney - Let the Picture Paint Itself
Crowell, Rodney - Lovin' All Night
Crowell, Rodney - Many a Long & Lonesome Highway
Crowell, Rodney - Please Remember Me
Crowell, Rodney - Riding Out the Storm
Crowell, Rodney - She's Crazy for Leavin'
Crowell, Rodney - It's Such a Small World [w/Rosanne Cash]
Crowell, Rodney - It Must Be Love
Crowell, Rodney - If Looks Could Kill
Crowell, Rodney - Big Heart
Crowell, Rodney - Earthbound
Crowell, Rodney - Even Cowgirls Get the Blues
Crowell, Rodney - I Couldn't Leave You If I Tried
Crowell, Rodney - I Don't Fall in Love So Easy
Crowell, Rodney - I Walk the Line [w/Johnny Cash]
Crowell, Rodney - Above and Beyond
Cruise, Pablo - Love Will Find a Way
Cruise, Pablo - Whatcha Gonna Do?
Crusaders, The - Street Life [w/Randy Crawford]
Crush - Jellyhead
Crush 40 - Escape From the City
Cruz, Celia - Yo Vivir
Cruz, Celia - Usted Abus
Cruz, Celia - Tu Voz
Cruz, Celia - Toro Mata
Cruz, Celia - Rie y Llora
Cruz, Celia - Quimbara
Cruz, Celia - Que Le Den Candela
Cruz, Celia - La Vida Es un Carnaval
Cruz, Celia - La Negra Tiene Tumbao
Cruz, Celia - Guantanamera
Cruz, Celia - Burundanga
Cruz, Charlie - Un Chin Chin
Cruz, Charlie - Si No Te Hubieras Ido
Cruz, Charlie - Amarte Es un Problema
Cruz, Taio - Troublemaker
Cruz, Taio - There She Goes [w/Pitbull]
Cruz, Taio - Take Me Back [w/Tinchy Stryder]
Cruz, Taio - No Other One
Cruz, Taio - Little Bad Girl [ft. David Guetta & Ludacris]
Cruz, Taio - I Can Be
Cruz, Taio - Higher [ft. Kylie Minogue]
Cruz, Taio - Hangover [w/Flo Rida]
Cruz, Taio - Dynamite
Cruz, Taio - Come on Girl [w/Luciana]
Cruz, Taio - Break Your Heart
Cry of Love - Too Cold in Winter
Cryner, Bobbie - You'd Think He'd Know Me Better
Crystal Method, The - Born Too Slow
Crystals, The - Uptown
Crystals, The - Then He Kissed Me
Crystals, The - He's a Rebel
Crystals, The - Da Doo Ron Ron
CSS - Let's Make Love and Listen to Death From Above
Cufflinks, The - Tracy
Cullum, Jamie - Frontin'
Cullum, Jamie - Get Your Way
Cullum, Jamie - What a Difference a Day Made
Cult, The - She Sells Sanctuary
Cult, The - Rise
Cult, The - Painted on My Heart
Cult, The - Love Removal Machine
Cult, The - Fire Woman
Culture Beat - Anything
Culture Beat - Mr. Vain
Culture Club - Victims
Culture Club - Karma Chameleon
Culture Club - I Just Wanna Be Loved
Culture Club - Do You Really Want to Hurt Me
Culture Club - Crying Game, The [Boy George solo]
Culture Club - Church of the Poison Mind
Cupid's Inspiration - Yesterday Has Gone
Cure, The - Letter to Elise, A
Cure, The - Love Cats
Cure, The - Love Song
Cure, The - Mint Car
Cure, The - Pictures of You
Cure, The - Just Like Heaven
Cure, The - In Between Days
Cure, The - Friday I'm in Love
Cure, The - Fascination Street
Cure, The - End of the World, The
Cure, The - Close to Me
Cure, The - Boys Don't Cry [unplugged version]
Cure, The - Boys Don't Cry
Curfman, Shannon - True Friends
Curfman, Shannon - Playing with Fire
Curiosity Killed the Cat - Down to Earth
Currington, Billy - Why, Why, Why
Currington, Billy - Walk a Little Straighter
Currington, Billy - That's How Country Boys Roll
Currington, Billy - Tangled Up
Currington, Billy - People Are Crazy
Currington, Billy - Party for Two [w/Shania Twain]
Currington, Billy - Must Be Doin' Somethin' Right
Currington, Billy - I Got a Feelin'
Currington, Billy - Good Directions
Curve - Chinese Burn
Cutting Crew - I've Been in Love Before
Cutting Crew - I Just Died in Your Arms Tonight
Cutting Edge - Your Love Is My Oxygen
Cymbal, Johnny - Mr. Bass Man
Cypress Hill - Hits from the Bong
Cypress Hill - Insane in the Brain
Cyrkle - Turn-Down Day
Cyrkle - Red Rubber Ball
Cyrus, Billy Ray - Somebody New
Cyrus, Billy Ray - Somebody Said a Prayer
Cyrus, Billy Ray - Southern Rain
Cyrus, Billy Ray - Storm in the Heartland
Cyrus, Billy Ray - Talk Some
Cyrus, Billy Ray - Time for Letting Go
Cyrus, Billy Ray - Trail of Tears
Cyrus, Billy Ray - Under the Hood
Cyrus, Billy Ray - When I'm Gone
Cyrus, Billy Ray - Where Am I Gonna Live
Cyrus, Billy Ray - Words By Heart
Cyrus, Billy Ray - You Won't Be Lonely Now
Cyrus, Billy Ray - Some Gave All
Cyrus, Billy Ray - She's Not Crying Anymore
Cyrus, Billy Ray - Runway Lights
Cyrus, Billy Ray - Achy Breaky Heart
Cyrus, Billy Ray - Back to Tennessee
Cyrus, Billy Ray - Burn Down the Trailer Park
Cyrus, Billy Ray - Busy Man
Cyrus, Billy Ray - Could've Been Me
Cyrus, Billy Ray - Deja Blue
Cyrus, Billy Ray - Give My Heart to You
Cyrus, Billy Ray - In the Heart of a Woman
Cyrus, Billy Ray - It Won't Be the Last
Cyrus, Billy Ray - It's All the Same to Me
Cyrus, Billy Ray - One Last Thrill
Cyrus, Billy Ray - Ready, Set, Don't Go
Cyrus, Miley - See You Again
Cyrus, Miley - Send it on [w/Jonas Bros, Demi Lovato, & Selena Gomez]
Cyrus, Miley - We Can't Stop
Cyrus, Miley - When I Look at You
Cyrus, Miley - Who Owns My Heart
Cyrus, Miley - Party in the Usa
Cyrus, Miley - Life's What You Make It [Hannah Montana]
Cyrus, Miley - If We Were a Movie [Hannah Montana]
Cyrus, Miley - Fly on the Wall
Cyrus, Miley - Climb, The
Cyrus, Miley - Can't Be Tamed
Cyrus, Miley - Best of Both Worlds [Hannah Montana]
Cyrus, Miley - 7 Things
Cyrus, Miley - Wrecking Ball
